date,jour_semaine,mois,heure,est_jour_ferie,est_weekend,est_vacances_scolaires,frequentation
2024-04-02,mardi,4,10,0,0,0,43664
2024-04-02,mardi,4,11,0,0,0,41361
2024-04-02,mardi,4,12,0,0,0,64030
2024-04-02,mardi,4,13,0,0,0,41370
2024-04-02,mardi,4,14,0,0,0,45253
2024-04-02,mardi,4,15,0,0,0,27728
2024-04-02,mardi,4,16,0,0,0,49697
2024-04-02,mardi,4,17,0,0,0,100545
2024-04-02,mardi,4,18,0,0,0,82560
2024-04-02,mardi,4,19,0,0,0,105887
2024-04-02,mardi,4,20,0,0,0,112124
2024-04-02,mardi,4,21,0,0,0,19335
2024-04-02,mardi,4,22,0,0,0,14922
2024-04-02,mardi,4,23,0,0,0,13073
2024-04-03,mercredi,4,5,0,0,0,21855
2024-04-03,mercredi,4,6,0,0,0,24492
2024-04-03,mercredi,4,7,0,0,0,106566
2024-04-03,mercredi,4,8,0,0,0,110357
2024-04-03,mercredi,4,9,0,0,0,122864
2024-04-03,mercredi,4,10,0,0,0,38472
2024-04-03,mercredi,4,11,0,0,0,49670
2024-04-03,mercredi,4,12,0,0,0,66032
2024-04-03,mercredi,4,13,0,0,0,44176
2024-04-03,mercredi,4,14,0,0,0,25766
2024-04-03,mercredi,4,15,0,0,0,45644
2024-04-03,mercredi,4,16,0,0,0,36791
2024-04-03,mercredi,4,17,0,0,0,109341
2024-04-03,mercredi,4,18,0,0,0,101843
2024-04-03,mercredi,4,19,0,0,0,86328
2024-04-03,mercredi,4,20,0,0,0,81998
2024-04-03,mercredi,4,21,0,0,0,11052
2024-04-03,mercredi,4,22,0,0,0,14964
2024-04-03,mercredi,4,23,0,0,0,14466
2024-04-04,jeudi,4,5,1,0,0,5134
2024-04-04,jeudi,4,6,1,0,0,7453
2024-04-04,jeudi,4,7,1,0,0,49491
2024-04-04,jeudi,4,8,1,0,0,40918
2024-04-04,jeudi,4,9,1,0,0,41813
2024-04-04,jeudi,4,10,1,0,0,11418
2024-04-04,jeudi,4,11,1,0,0,9400
2024-04-04,jeudi,4,12,1,0,0,17375
2024-04-04,jeudi,4,13,1,0,0,15826
2024-04-04,jeudi,4,14,1,0,0,9645
2024-04-04,jeudi,4,15,1,0,0,17587
2024-04-04,jeudi,4,16,1,0,0,11554
2024-04-04,jeudi,4,17,1,0,0,26433
2024-04-04,jeudi,4,18,1,0,0,46633
2024-04-04,jeudi,4,19,1,0,0,27705
2024-04-04,jeudi,4,20,1,0,0,42789
2024-04-04,jeudi,4,21,1,0,0,6020
2024-04-04,jeudi,4,22,1,0,0,4723
2024-04-04,jeudi,4,23,1,0,0,3957
2024-04-05,vendredi,4,5,0,0,0,16797
2024-04-05,vendredi,4,6,0,0,0,11012
2024-04-05,vendredi,4,7,0,0,0,87602
2024-04-05,vendredi,4,8,0,0,0,83712
2024-04-05,vendredi,4,9,0,0,0,95322
2024-04-05,vendredi,4,10,0,0,0,47169
2024-04-05,vendredi,4,11,0,0,0,48748
2024-04-05,vendredi,4,12,0,0,0,41226
2024-04-05,vendredi,4,13,0,0,0,56382
2024-04-05,vendredi,4,14,0,0,0,39253
2024-04-05,vendredi,4,15,0,0,0,41302
2024-04-05,vendredi,4,16,0,0,0,33474
2024-04-05,vendredi,4,17,0,0,0,99763
2024-04-05,vendredi,4,18,0,0,0,109771
2024-04-05,vendredi,4,19,0,0,0,76343
2024-04-05,vendredi,4,20,0,0,0,94209
2024-04-05,vendredi,4,21,0,0,0,11476
2024-04-05,vendredi,4,22,0,0,0,11032
2024-04-05,vendredi,4,23,0,0,0,11558
2024-04-06,samedi,4,5,0,1,0,15815
2024-04-06,samedi,4,6,0,1,0,14937
2024-04-06,samedi,4,7,0,1,0,77941
2024-04-06,samedi,4,8,0,1,0,56924
2024-04-06,samedi,4,9,0,1,0,47070
2024-04-06,samedi,4,10,0,1,0,25572
2024-04-06,samedi,4,11,0,1,0,27643
2024-04-06,samedi,4,12,0,1,0,38170
2024-04-06,samedi,4,13,0,1,0,29355
2024-04-06,samedi,4,14,0,1,0,19291
2024-04-06,samedi,4,15,0,1,0,27677
2024-04-06,samedi,4,16,0,1,0,28485
2024-04-06,samedi,4,17,0,1,0,57296
2024-04-06,samedi,4,18,0,1,0,58752
2024-04-06,samedi,4,19,0,1,0,55096
2024-04-06,samedi,4,20,0,1,0,79846
2024-04-06,samedi,4,21,0,1,0,6963
2024-04-06,samedi,4,22,0,1,0,12179
2024-04-06,samedi,4,23,0,1,0,11139
2024-04-07,dimanche,4,5,0,1,0,6524
2024-04-07,dimanche,4,6,0,1,0,6079
2024-04-07,dimanche,4,7,0,1,0,39426
2024-04-07,dimanche,4,8,0,1,0,51947
2024-04-07,dimanche,4,9,0,1,0,39633
2024-04-07,dimanche,4,10,0,1,0,10125
2024-04-07,dimanche,4,11,0,1,0,15220
2024-04-07,dimanche,4,12,0,1,0,19261
2024-04-07,dimanche,4,13,0,1,0,24965
2024-04-07,dimanche,4,14,0,1,0,13708
2024-04-07,dimanche,4,15,0,1,0,14873
2024-04-07,dimanche,4,16,0,1,0,20303
2024-04-07,dimanche,4,17,0,1,0,36198
2024-04-07,dimanche,4,18,0,1,0,36892
2024-04-07,dimanche,4,19,0,1,0,26670
2024-04-07,dimanche,4,20,0,1,0,36466
2024-04-07,dimanche,4,21,0,1,0,4515
2024-04-07,dimanche,4,22,0,1,0,3945
2024-04-07,dimanche,4,23,0,1,0,6343
2024-04-08,lundi,4,5,0,0,0,23150
2024-04-08,lundi,4,6,0,0,0,15474
2024-04-08,lundi,4,7,0,0,0,101973
2024-04-08,lundi,4,8,0,0,0,76128
2024-04-08,lundi,4,9,0,0,0,89961
2024-04-08,lundi,4,10,0,0,0,30138
2024-04-08,lundi,4,11,0,0,0,42416
2024-04-08,lundi,4,12,0,0,0,60964
2024-04-08,lundi,4,13,0,0,0,49710
2024-04-08,lundi,4,14,0,0,0,29883
2024-04-08,lundi,4,15,0,0,0,42554
2024-04-08,lundi,4,16,0,0,0,27377
2024-04-08,lundi,4,17,0,0,0,85370
2024-04-08,lundi,4,18,0,0,0,67602
2024-04-08,lundi,4,19,0,0,0,88966
2024-04-08,lundi,4,20,0,0,0,69290
2024-04-08,lundi,4,21,0,0,0,8775
2024-04-08,lundi,4,22,0,0,0,12386
2024-04-08,lundi,4,23,0,0,0,10140
2024-04-09,mardi,4,5,0,0,0,21560
2024-04-09,mardi,4,6,0,0,0,13710
2024-04-09,mardi,4,7,0,0,0,114842
2024-04-09,mardi,4,8,0,0,0,82691
2024-04-09,mardi,4,9,0,0,0,119124
2024-04-09,mardi,4,10,0,0,0,30259
2024-04-09,mardi,4,11,0,0,0,33156
2024-04-09,mardi,4,12,0,0,0,58900
2024-04-09,mardi,4,13,0,0,0,55758
2024-04-09,mardi,4,14,0,0,0,42918
2024-04-09,mardi,4,15,0,0,0,41522
2024-04-09,mardi,4,16,0,0,0,38480
2024-04-09,mardi,4,17,0,0,0,92030
2024-04-09,mardi,4,18,0,0,0,90595
2024-04-09,mardi,4,19,0,0,0,80513
2024-04-09,mardi,4,20,0,0,0,103659
2024-04-09,mardi,4,21,0,0,0,20097
2024-04-09,mardi,4,22,0,0,0,14933
2024-04-09,mardi,4,23,0,0,0,19539
2024-04-10,mercredi,4,5,1,0,0,4558
2024-04-10,mercredi,4,6,1,0,0,8825
2024-04-10,mercredi,4,7,1,0,0,40374
2024-04-10,mercredi,4,8,1,0,0,38187
2024-04-10,mercredi,4,9,1,0,0,50240
2024-04-10,mercredi,4,10,1,0,0,12769
2024-04-10,mercredi,4,11,1,0,0,17686
2024-04-10,mercredi,4,12,1,0,0,22177
2024-04-10,mercredi,4,13,1,0,0,23638
2024-04-10,mercredi,4,14,1,0,0,17103
2024-04-10,mercredi,4,15,1,0,0,12930
2024-04-10,mercredi,4,16,1,0,0,16631
2024-04-10,mercredi,4,17,1,0,0,47189
2024-04-10,mercredi,4,18,1,0,0,46122
2024-04-10,mercredi,4,19,1,0,0,33142
2024-04-10,mercredi,4,20,1,0,0,47406
2024-04-10,mercredi,4,21,1,0,0,6073
2024-04-10,mercredi,4,22,1,0,0,5950
2024-04-10,mercredi,4,23,1,0,0,7956
2024-04-11,jeudi,4,5,0,0,0,12696
2024-04-11,jeudi,4,6,0,0,0,12837
2024-04-11,jeudi,4,7,0,0,0,108433
2024-04-11,jeudi,4,8,0,0,0,76077
2024-04-11,jeudi,4,9,0,0,0,85382
2024-04-11,jeudi,4,10,0,0,0,25332
2024-04-11,jeudi,4,11,0,0,0,45596
2024-04-11,jeudi,4,12,0,0,0,45454
2024-04-11,jeudi,4,13,0,0,0,51594
2024-04-11,jeudi,4,14,0,0,0,33679
2024-04-11,jeudi,4,15,0,0,0,25827
2024-04-11,jeudi,4,16,0,0,0,46553
2024-04-11,jeudi,4,17,0,0,0,99821
2024-04-11,jeudi,4,18,0,0,0,90676
2024-04-11,jeudi,4,19,0,0,0,96582
2024-04-11,jeudi,4,20,0,0,0,77081
2024-04-11,jeudi,4,21,0,0,0,18232
2024-04-11,jeudi,4,22,0,0,0,9210
2024-04-11,jeudi,4,23,0,0,0,10271
2024-04-12,vendredi,4,5,0,0,0,15670
2024-04-12,vendredi,4,6,0,0,0,9279
2024-04-12,vendredi,4,7,0,0,0,95986
2024-04-12,vendredi,4,8,0,0,0,123510
2024-04-12,vendredi,4,9,0,0,0,120480
2024-04-12,vendredi,4,10,0,0,0,51987
2024-04-12,vendredi,4,11,0,0,0,28855
2024-04-12,vendredi,4,12,0,0,0,53158
2024-04-12,vendredi,4,13,0,0,0,44595
2024-04-12,vendredi,4,14,0,0,0,39739
2024-04-12,vendredi,4,15,0,0,0,31988
2024-04-12,vendredi,4,16,0,0,0,43816
2024-04-12,vendredi,4,17,0,0,0,118065
2024-04-12,vendredi,4,18,0,0,0,78233
2024-04-12,vendredi,4,19,0,0,0,109763
2024-04-12,vendredi,4,20,0,0,0,109040
2024-04-12,vendredi,4,21,0,0,0,13972
2024-04-12,vendredi,4,22,0,0,0,19575
2024-04-12,vendredi,4,23,0,0,0,16894
2024-04-13,samedi,4,5,0,1,0,10596
2024-04-13,samedi,4,6,0,1,0,7581
2024-04-13,samedi,4,7,0,1,0,68849
2024-04-13,samedi,4,8,0,1,0,85262
2024-04-13,samedi,4,9,0,1,0,81102
2024-04-13,samedi,4,10,0,1,0,27684
2024-04-13,samedi,4,11,0,1,0,18709
2024-04-13,samedi,4,12,0,1,0,34905
2024-04-13,samedi,4,13,0,1,0,27388
2024-04-13,samedi,4,14,0,1,0,20086
2024-04-13,samedi,4,15,0,1,0,17957
2024-04-13,samedi,4,16,0,1,0,26336
2024-04-13,samedi,4,17,0,1,0,53628
2024-04-13,samedi,4,18,0,1,0,52920
2024-04-13,samedi,4,19,0,1,0,64676
2024-04-13,samedi,4,20,0,1,0,77154
2024-04-13,samedi,4,21,0,1,0,8513
2024-04-13,samedi,4,22,0,1,0,8996
2024-04-13,samedi,4,23,0,1,0,11668
2024-04-14,dimanche,4,5,0,1,0,5777
2024-04-14,dimanche,4,6,0,1,0,7338
2024-04-14,dimanche,4,7,0,1,0,51762
2024-04-14,dimanche,4,8,0,1,0,45949
2024-04-14,dimanche,4,9,0,1,0,47390
2024-04-14,dimanche,4,10,0,1,0,12073
2024-04-14,dimanche,4,11,0,1,0,18515
2024-04-14,dimanche,4,12,0,1,0,27093
2024-04-14,dimanche,4,13,0,1,0,20570
2024-04-14,dimanche,4,14,0,1,0,13853
2024-04-14,dimanche,4,15,0,1,0,10307
2024-04-14,dimanche,4,16,0,1,0,18009
2024-04-14,dimanche,4,17,0,1,0,39515
2024-04-14,dimanche,4,18,0,1,0,27173
2024-04-14,dimanche,4,19,0,1,0,44231
2024-04-14,dimanche,4,20,0,1,0,40269
2024-04-14,dimanche,4,21,0,1,0,3994
2024-04-14,dimanche,4,22,0,1,0,5040
2024-04-14,dimanche,4,23,0,1,0,4030
2024-04-15,lundi,4,5,0,0,0,17487
2024-04-15,lundi,4,6,0,0,0,19095
2024-04-15,lundi,4,7,0,0,0,83534
2024-04-15,lundi,4,8,0,0,0,128279
2024-04-15,lundi,4,9,0,0,0,103173
2024-04-15,lundi,4,10,0,0,0,51663
2024-04-15,lundi,4,11,0,0,0,36599
2024-04-15,lundi,4,12,0,0,0,54700
2024-04-15,lundi,4,13,0,0,0,63686
2024-04-15,lundi,4,14,0,0,0,45782
2024-04-15,lundi,4,15,0,0,0,28764
2024-04-15,lundi,4,16,0,0,0,38936
2024-04-15,lundi,4,17,0,0,0,78164
2024-04-15,lundi,4,18,0,0,0,111879
2024-04-15,lundi,4,19,0,0,0,86918
2024-04-15,lundi,4,20,0,0,0,92684
2024-04-15,lundi,4,21,0,0,0,12025
2024-04-15,lundi,4,22,0,0,0,13059
2024-04-15,lundi,4,23,0,0,0,15272
2024-04-16,mardi,4,5,0,0,0,21259
2024-04-16,mardi,4,6,0,0,0,22692
2024-04-16,mardi,4,7,0,0,0,128643
2024-04-16,mardi,4,8,0,0,0,108701
2024-04-16,mardi,4,9,0,0,0,107767
2024-04-16,mardi,4,10,0,0,0,30123
2024-04-16,mardi,4,11,0,0,0,26062
2024-04-16,mardi,4,12,0,0,0,52040
2024-04-16,mardi,4,13,0,0,0,59989
2024-04-16,mardi,4,14,0,0,0,25890
2024-04-16,mardi,4,15,0,0,0,41935
2024-04-16,mardi,4,16,0,0,0,29750
2024-04-16,mardi,4,17,0,0,0,100481
2024-04-16,mardi,4,18,0,0,0,83759
2024-04-16,mardi,4,19,0,0,0,103890
2024-04-16,mardi,4,20,0,0,0,76910
2024-04-16,mardi,4,21,0,0,0,16864
2024-04-16,mardi,4,22,0,0,0,11408
2024-04-16,mardi,4,23,0,0,0,12263
2024-04-17,mercredi,4,5,0,0,0,16353
2024-04-17,mercredi,4,6,0,0,0,15360
2024-04-17,mercredi,4,7,0,0,0,109918
2024-04-17,mercredi,4,8,0,0,0,132057
2024-04-17,mercredi,4,9,0,0,0,120305
2024-04-17,mercredi,4,10,0,0,0,38241
2024-04-17,mercredi,4,11,0,0,0,38660
2024-04-17,mercredi,4,12,0,0,0,58631
2024-04-17,mercredi,4,13,0,0,0,57877
2024-04-17,mercredi,4,14,0,0,0,30077
2024-04-17,mercredi,4,15,0,0,0,43365
2024-04-17,mercredi,4,16,0,0,0,35352
2024-04-17,mercredi,4,17,0,0,0,113876
2024-04-17,mercredi,4,18,0,0,0,123885
2024-04-17,mercredi,4,19,0,0,0,65297
2024-04-17,mercredi,4,20,0,0,0,89773
2024-04-17,mercredi,4,21,0,0,0,14023
2024-04-17,mercredi,4,22,0,0,0,13471
2024-04-17,mercredi,4,23,0,0,0,13867
2024-04-18,jeudi,4,5,0,0,0,14135
2024-04-18,jeudi,4,6,0,0,0,13272
2024-04-18,jeudi,4,7,0,0,0,77194
2024-04-18,jeudi,4,8,0,0,0,120183
2024-04-18,jeudi,4,9,0,0,0,103147
2024-04-18,jeudi,4,10,0,0,0,31070
2024-04-18,jeudi,4,11,0,0,0,38583
2024-04-18,jeudi,4,12,0,0,0,59971
2024-04-18,jeudi,4,13,0,0,0,41969
2024-04-18,jeudi,4,14,0,0,0,33658
2024-04-18,jeudi,4,15,0,0,0,36410
2024-04-18,jeudi,4,16,0,0,0,47123
2024-04-18,jeudi,4,17,0,0,0,118415
2024-04-18,jeudi,4,18,0,0,0,82611
2024-04-18,jeudi,4,19,0,0,0,125159
2024-04-18,jeudi,4,20,0,0,0,73191
2024-04-18,jeudi,4,21,0,0,0,13859
2024-04-18,jeudi,4,22,0,0,0,7376
2024-04-18,jeudi,4,23,0,0,0,9139
2024-04-19,vendredi,4,5,0,0,0,10571
2024-04-19,vendredi,4,6,0,0,0,24599
2024-04-19,vendredi,4,7,0,0,0,105311
2024-04-19,vendredi,4,8,0,0,0,124135
2024-04-19,vendredi,4,9,0,0,0,109645
2024-04-19,vendredi,4,10,0,0,0,32694
2024-04-19,vendredi,4,11,0,0,0,32234
2024-04-19,vendredi,4,12,0,0,0,52715
2024-04-19,vendredi,4,13,0,0,0,39673
2024-04-19,vendredi,4,14,0,0,0,30817
2024-04-19,vendredi,4,15,0,0,0,39184
2024-04-19,vendredi,4,16,0,0,0,29950
2024-04-19,vendredi,4,17,0,0,0,69036
2024-04-19,vendredi,4,18,0,0,0,113288
2024-04-19,vendredi,4,19,0,0,0,103254
2024-04-19,vendredi,4,20,0,0,0,74647
2024-04-19,vendredi,4,21,0,0,0,16140
2024-04-19,vendredi,4,22,0,0,0,12270
2024-04-19,vendredi,4,23,0,0,0,10659
2024-04-20,samedi,4,5,0,1,0,10666
2024-04-20,samedi,4,6,0,1,0,17493
2024-04-20,samedi,4,7,0,1,0,68588
2024-04-20,samedi,4,8,0,1,0,54434
2024-04-20,samedi,4,9,0,1,0,55419
2024-04-20,samedi,4,10,0,1,0,15687
2024-04-20,samedi,4,11,0,1,0,21200
2024-04-20,samedi,4,12,0,1,0,35507
2024-04-20,samedi,4,13,0,1,0,32978
2024-04-20,samedi,4,14,0,1,0,26477
2024-04-20,samedi,4,15,0,1,0,26371
2024-04-20,samedi,4,16,0,1,0,25011
2024-04-20,samedi,4,17,0,1,0,52200
2024-04-20,samedi,4,18,0,1,0,58782
2024-04-20,samedi,4,19,0,1,0,52978
2024-04-20,samedi,4,20,0,1,0,48561
2024-04-20,samedi,4,21,0,1,0,10374
2024-04-20,samedi,4,22,0,1,0,7284
2024-04-20,samedi,4,23,0,1,0,10641
2024-04-21,dimanche,4,5,0,1,0,5082
2024-04-21,dimanche,4,6,0,1,0,8067
2024-04-21,dimanche,4,7,0,1,0,41746
2024-04-21,dimanche,4,8,0,1,0,34439
2024-04-21,dimanche,4,9,0,1,0,47440
2024-04-21,dimanche,4,10,0,1,0,18876
2024-04-21,dimanche,4,11,0,1,0,13599
2024-04-21,dimanche,4,12,0,1,0,21657
2024-04-21,dimanche,4,13,0,1,0,24608
2024-04-21,dimanche,4,14,0,1,0,10889
2024-04-21,dimanche,4,15,0,1,0,12399
2024-04-21,dimanche,4,16,0,1,0,17395
2024-04-21,dimanche,4,17,0,1,0,35823
2024-04-21,dimanche,4,18,0,1,0,35591
2024-04-21,dimanche,4,19,0,1,0,44858
2024-04-21,dimanche,4,20,0,1,0,44489
2024-04-21,dimanche,4,21,0,1,0,4370
2024-04-21,dimanche,4,22,0,1,0,5385
2024-04-21,dimanche,4,23,0,1,0,5076
2024-04-22,lundi,4,5,0,0,0,17529
2024-04-22,lundi,4,6,0,0,0,12214
2024-04-22,lundi,4,7,0,0,0,91839
2024-04-22,lundi,4,8,0,0,0,126245
2024-04-22,lundi,4,9,0,0,0,80250
2024-04-22,lundi,4,10,0,0,0,34945
2024-04-22,lundi,4,11,0,0,0,35384
2024-04-22,lundi,4,12,0,0,0,48237
2024-04-22,lundi,4,13,0,0,0,49945
2024-04-22,lundi,4,14,0,0,0,28030
2024-04-22,lundi,4,15,0,0,0,45762
2024-04-22,lundi,4,16,0,0,0,36349
2024-04-22,lundi,4,17,0,0,0,119362
2024-04-22,lundi,4,18,0,0,0,111255
2024-04-22,lundi,4,19,0,0,0,79771
2024-04-22,lundi,4,20,0,0,0,121921
2024-04-22,lundi,4,21,0,0,0,20564
2024-04-22,lundi,4,22,0,0,0,11445
2024-04-22,lundi,4,23,0,0,0,21215
2024-04-23,mardi,4,5,0,0,0,22580
2024-04-23,mardi,4,6,0,0,0,18935
2024-04-23,mardi,4,7,0,0,0,129349
2024-04-23,mardi,4,8,0,0,0,78248
2024-04-23,mardi,4,9,0,0,0,93580
2024-04-23,mardi,4,10,0,0,0,39043
2024-04-23,mardi,4,11,0,0,0,44080
2024-04-23,mardi,4,12,0,0,0,56875
2024-04-23,mardi,4,13,0,0,0,46853
2024-04-23,mardi,4,14,0,0,0,46931
2024-04-23,mardi,4,15,0,0,0,39552
2024-04-23,mardi,4,16,0,0,0,30656
2024-04-23,mardi,4,17,0,0,0,107658
2024-04-23,mardi,4,18,0,0,0,83736
2024-04-23,mardi,4,19,0,0,0,72252
2024-04-23,mardi,4,20,0,0,0,92298
2024-04-23,mardi,4,21,0,0,0,11967
2024-04-23,mardi,4,22,0,0,0,20085
2024-04-23,mardi,4,23,0,0,0,9271
2024-04-24,mercredi,4,5,0,0,0,10570
2024-04-24,mercredi,4,6,0,0,0,13995
2024-04-24,mercredi,4,7,0,0,0,119501
2024-04-24,mercredi,4,8,0,0,0,95764
2024-04-24,mercredi,4,9,0,0,0,122647
2024-04-24,mercredi,4,10,0,0,0,36600
2024-04-24,mercredi,4,11,0,0,0,29032
2024-04-24,mercredi,4,12,0,0,0,39304
2024-04-24,mercredi,4,13,0,0,0,47203
2024-04-24,mercredi,4,14,0,0,0,39440
2024-04-24,mercredi,4,15,0,0,0,26112
2024-04-24,mercredi,4,16,0,0,0,48023
2024-04-24,mercredi,4,17,0,0,0,124666
2024-04-24,mercredi,4,18,0,0,0,78572
2024-04-24,mercredi,4,19,0,0,0,82609
2024-04-24,mercredi,4,20,0,0,0,93789
2024-04-24,mercredi,4,21,0,0,0,15871
2024-04-24,mercredi,4,22,0,0,0,16941
2024-04-24,mercredi,4,23,0,0,0,15029
2024-04-25,jeudi,4,5,0,0,0,22417
2024-04-25,jeudi,4,6,0,0,0,18460
2024-04-25,jeudi,4,7,0,0,0,104677
2024-04-25,jeudi,4,8,0,0,0,125629
2024-04-25,jeudi,4,9,0,0,0,95162
2024-04-25,jeudi,4,10,0,0,0,45239
2024-04-25,jeudi,4,11,0,0,0,43131
2024-04-25,jeudi,4,12,0,0,0,48173
2024-04-25,jeudi,4,13,0,0,0,61008
2024-04-25,jeudi,4,14,0,0,0,43129
2024-04-25,jeudi,4,15,0,0,0,36597
2024-04-25,jeudi,4,16,0,0,0,33955
2024-04-25,jeudi,4,17,0,0,0,92123
2024-04-25,jeudi,4,18,0,0,0,88618
2024-04-25,jeudi,4,19,0,0,0,97447
2024-04-25,jeudi,4,20,0,0,0,86039
2024-04-25,jeudi,4,21,0,0,0,15396
2024-04-25,jeudi,4,22,0,0,0,14801
2024-04-25,jeudi,4,23,0,0,0,19518
2024-04-26,vendredi,4,5,0,0,0,12043
2024-04-26,vendredi,4,6,0,0,0,16315
2024-04-26,vendredi,4,7,0,0,0,127426
2024-04-26,vendredi,4,8,0,0,0,97022
2024-04-26,vendredi,4,9,0,0,0,113782
2024-04-26,vendredi,4,10,0,0,0,49211
2024-04-26,vendredi,4,11,0,0,0,30962
2024-04-26,vendredi,4,12,0,0,0,40917
2024-04-26,vendredi,4,13,0,0,0,49996
2024-04-26,vendredi,4,14,0,0,0,32059
2024-04-26,vendredi,4,15,0,0,0,32851
2024-04-26,vendredi,4,16,0,0,0,46560
2024-04-26,vendredi,4,17,0,0,0,75399
2024-04-26,vendredi,4,18,0,0,0,70959
2024-04-26,vendredi,4,19,0,0,0,114858
2024-04-26,vendredi,4,20,0,0,0,71728
2024-04-26,vendredi,4,21,0,0,0,11171
2024-04-26,vendredi,4,22,0,0,0,9738
2024-04-26,vendredi,4,23,0,0,0,10429
2024-04-27,samedi,4,5,0,1,0,9172
2024-04-27,samedi,4,6,0,1,0,7101
2024-04-27,samedi,4,7,0,1,0,70373
2024-04-27,samedi,4,8,0,1,0,56888
2024-04-27,samedi,4,9,0,1,0,87714
2024-04-27,samedi,4,10,0,1,0,23436
2024-04-27,samedi,4,11,0,1,0,23009
2024-04-27,samedi,4,12,0,1,0,31628
2024-04-27,samedi,4,13,0,1,0,33341
2024-04-27,samedi,4,14,0,1,0,16148
2024-04-27,samedi,4,15,0,1,0,21143
2024-04-27,samedi,4,16,0,1,0,29224
2024-04-27,samedi,4,17,0,1,0,54993
2024-04-27,samedi,4,18,0,1,0,58370
2024-04-27,samedi,4,19,0,1,0,81338
2024-04-27,samedi,4,20,0,1,0,71255
2024-04-27,samedi,4,21,0,1,0,11592
2024-04-27,samedi,4,22,0,1,0,6292
2024-04-27,samedi,4,23,0,1,0,12849
2024-04-28,dimanche,4,5,0,1,0,7296
2024-04-28,dimanche,4,6,0,1,0,9301
2024-04-28,dimanche,4,7,0,1,0,40183
2024-04-28,dimanche,4,8,0,1,0,33266
2024-04-28,dimanche,4,9,0,1,0,45668
2024-04-28,dimanche,4,10,0,1,0,11989
2024-04-28,dimanche,4,11,0,1,0,12020
2024-04-28,dimanche,4,12,0,1,0,22804
2024-04-28,dimanche,4,13,0,1,0,23251
2024-04-28,dimanche,4,14,0,1,0,10446
2024-04-28,dimanche,4,15,0,1,0,15587
2024-04-28,dimanche,4,16,0,1,0,16645
2024-04-28,dimanche,4,17,0,1,0,47459
2024-04-28,dimanche,4,18,0,1,0,42738
2024-04-28,dimanche,4,19,0,1,0,47482
2024-04-28,dimanche,4,20,0,1,0,27291
2024-04-28,dimanche,4,21,0,1,0,5857
2024-04-28,dimanche,4,22,0,1,0,6272
2024-04-28,dimanche,4,23,0,1,0,3341
2024-04-29,lundi,4,5,0,0,0,25773
2024-04-29,lundi,4,6,0,0,0,20072
2024-04-29,lundi,4,7,0,0,0,116032
2024-04-29,lundi,4,8,0,0,0,89595
2024-04-29,lundi,4,9,0,0,0,90873
2024-04-29,lundi,4,10,0,0,0,41340
2024-04-29,lundi,4,11,0,0,0,38614
2024-04-29,lundi,4,12,0,0,0,58057
2024-04-29,lundi,4,13,0,0,0,57098
2024-04-29,lundi,4,14,0,0,0,40489
2024-04-29,lundi,4,15,0,0,0,43732
2024-04-29,lundi,4,16,0,0,0,30071
2024-04-29,lundi,4,17,0,0,0,90110
2024-04-29,lundi,4,18,0,0,0,95878
2024-04-29,lundi,4,19,0,0,0,106110
2024-04-29,lundi,4,20,0,0,0,76632
2024-04-29,lundi,4,21,0,0,0,10107
2024-04-29,lundi,4,22,0,0,0,10717
2024-04-29,lundi,4,23,0,0,0,15537
2024-04-30,mardi,4,5,0,0,0,15746
2024-04-30,mardi,4,6,0,0,0,16038
2024-04-30,mardi,4,7,0,0,0,103146
2024-04-30,mardi,4,8,0,0,0,104940
2024-04-30,mardi,4,9,0,0,0,125283
2024-04-30,mardi,4,10,0,0,0,40384
2024-04-30,mardi,4,11,0,0,0,27901
2024-04-30,mardi,4,12,0,0,0,69927
2024-04-30,mardi,4,13,0,0,0,64565
2024-04-30,mardi,4,14,0,0,0,29182
2024-04-30,mardi,4,15,0,0,0,45666
2024-04-30,mardi,4,16,0,0,0,42058
2024-04-30,mardi,4,17,0,0,0,103731
2024-04-30,mardi,4,18,0,0,0,107602
2024-04-30,mardi,4,19,0,0,0,109310
2024-04-30,mardi,4,20,0,0,0,93850
2024-04-30,mardi,4,21,0,0,0,16239
2024-04-30,mardi,4,22,0,0,0,11210
2024-04-30,mardi,4,23,0,0,0,9456
2024-05-01,mercredi,5,5,1,0,0,5235
2024-05-01,mercredi,5,6,1,0,0,4572
2024-05-01,mercredi,5,7,1,0,0,47696
2024-05-01,mercredi,5,8,1,0,0,53383
2024-05-01,mercredi,5,9,1,0,0,53197
2024-05-01,mercredi,5,10,1,0,0,18005
2024-05-01,mercredi,5,11,1,0,0,14237
2024-05-01,mercredi,5,12,1,0,0,26326
2024-05-01,mercredi,5,13,1,0,0,23379
2024-05-01,mercredi,5,14,1,0,0,14350
2024-05-01,mercredi,5,15,1,0,0,15131
2024-05-01,mercredi,5,16,1,0,0,11263
2024-05-01,mercredi,5,17,1,0,0,29077
2024-05-01,mercredi,5,18,1,0,0,44091
2024-05-01,mercredi,5,19,1,0,0,43642
2024-05-01,mercredi,5,20,1,0,0,43448
2024-05-01,mercredi,5,21,1,0,0,7189
2024-05-01,mercredi,5,22,1,0,0,5018
2024-05-01,mercredi,5,23,1,0,0,4384
2024-05-02,jeudi,5,5,0,0,0,17271
2024-05-02,jeudi,5,6,0,0,0,22040
