date,annee,mois,jour_semaine,heure,minute,est_weekend,est_jour_ferie,est_vacances_scolaires,est_saison_pluies,est_ramadan,evenement_religieux,evenement_special,perturbation,phase_reseau,nb_rames_actives,frequentation
2023-06-10,2023,6,samedi,8,0,1,0,0,0,0,0,0,0,1,15,2943
2023-06-10,2023,6,samedi,8,30,1,0,0,0,0,0,0,0,1,15,2794
2023-06-10,2023,6,samedi,9,0,1,0,0,0,0,0,0,0,1,15,1851
2023-06-10,2023,6,samedi,9,30,1,0,0,0,0,0,0,0,1,15,1309
2023-06-10,2023,6,samedi,10,0,1,0,0,0,0,0,0,0,1,15,1001
2023-06-10,2023,6,samedi,10,30,1,0,0,0,0,0,0,0,1,15,1161
2023-06-10,2023,6,samedi,11,0,1,0,0,0,0,0,0,0,1,15,954
2023-06-10,2023,6,samedi,11,30,1,0,0,0,0,0,0,0,1,15,928
2023-06-10,2023,6,samedi,12,0,1,0,0,0,0,0,0,0,1,15,1052
2023-06-10,2023,6,samedi,12,30,1,0,0,0,0,0,0,0,1,15,1323
2023-06-10,2023,6,samedi,13,0,1,0,0,0,0,0,0,0,1,15,1025
2023-06-10,2023,6,samedi,13,30,1,0,0,0,0,0,0,0,1,15,990
2023-06-10,2023,6,samedi,14,0,1,0,0,0,0,0,0,0,1,15,925
2023-06-10,2023,6,samedi,14,30,1,0,0,0,0,0,0,0,1,15,833
2023-06-10,2023,6,samedi,15,0,1,0,0,0,0,0,0,0,1,15,985
2023-06-10,2023,6,samedi,15,30,1,0,0,0,0,0,0,0,1,15,988
2023-06-10,2023,6,samedi,16,0,1,0,0,0,0,0,0,0,1,15,1275
2023-06-10,2023,6,samedi,16,30,1,0,0,0,0,0,0,0,1,15,2081
2023-06-10,2023,6,samedi,17,0,1,0,0,0,0,0,0,0,1,15,2393
2023-06-10,2023,6,samedi,17,30,1,0,0,0,0,0,0,0,1,15,2884
2023-06-10,2023,6,samedi,18,0,1,0,0,0,0,0,0,0,1,15,3039
2023-06-10,2023,6,samedi,18,30,1,0,0,0,0,0,0,0,1,15,2729
2023-06-10,2023,6,samedi,19,0,1,0,0,0,0,0,0,0,1,15,1818
2023-06-10,2023,6,samedi,19,30,1,0,0,0,0,0,0,0,1,15,1485
2023-06-10,2023,6,samedi,20,0,1,0,0,0,0,0,0,0,1,15,1079
2023-06-10,2023,6,samedi,20,30,1,0,0,0,0,0,0,0,1,15,711
2023-06-10,2023,6,samedi,21,0,1,0,0,0,0,0,0,0,1,15,645
2023-06-10,2023,6,samedi,21,30,1,0,0,0,0,0,0,0,1,15,531
2023-06-10,2023,6,samedi,22,0,1,0,0,0,0,0,0,0,1,15,383
2023-06-10,2023,6,samedi,22,30,1,0,0,0,0,0,0,0,1,15,269
2023-06-10,2023,6,samedi,23,0,1,0,0,0,0,0,0,0,1,15,177
2023-06-11,2023,6,dimanche,5,0,1,0,0,0,0,0,0,0,1,15,344
2023-06-11,2023,6,dimanche,5,30,1,0,0,0,0,0,0,0,1,15,523
2023-06-11,2023,6,dimanche,6,0,1,0,0,0,0,0,0,0,1,15,901
2023-06-11,2023,6,dimanche,6,30,1,0,0,0,0,0,0,0,1,15,1745
2023-06-11,2023,6,dimanche,7,0,1,0,0,0,0,0,0,0,1,15,2142
2023-06-11,2023,6,dimanche,7,30,1,0,0,0,0,0,0,0,1,15,2384
2023-06-11,2023,6,dimanche,8,0,1,0,0,0,0,0,0,0,1,15,2581
2023-06-11,2023,6,dimanche,8,30,1,0,0,0,0,0,0,0,1,15,2166
2023-06-11,2023,6,dimanche,9,0,1,0,0,0,0,0,0,0,1,15,1398
2023-06-11,2023,6,dimanche,9,30,1,0,0,0,0,0,0,0,1,15,1041
2023-06-11,2023,6,dimanche,10,0,1,0,0,0,0,0,0,0,1,15,721
2023-06-11,2023,6,dimanche,10,30,1,0,0,0,0,0,0,0,1,15,801
2023-06-11,2023,6,dimanche,11,0,1,0,0,0,0,0,0,0,1,15,738
2023-06-11,2023,6,dimanche,11,30,1,0,0,0,0,0,0,0,1,15,773
2023-06-11,2023,6,dimanche,12,0,1,0,0,0,0,0,0,0,1,15,1063
2023-06-11,2023,6,dimanche,12,30,1,0,0,0,0,0,0,0,1,15,881
2023-06-11,2023,6,dimanche,13,0,1,0,0,0,0,0,0,0,1,15,814
2023-06-11,2023,6,dimanche,13,30,1,0,0,0,0,0,0,0,1,15,749
2023-06-11,2023,6,dimanche,14,0,1,0,0,0,0,0,0,0,1,15,590
2023-06-11,2023,6,dimanche,14,30,1,0,0,0,0,0,0,0,1,15,678
2023-06-11,2023,6,dimanche,15,0,1,0,0,0,0,0,0,0,1,15,599
2023-06-11,2023,6,dimanche,15,30,1,0,0,0,0,0,0,0,1,15,792
2023-06-11,2023,6,dimanche,16,0,1,0,0,0,0,0,0,0,1,15,1184
2023-06-11,2023,6,dimanche,16,30,1,0,0,0,0,0,0,0,1,15,1578
2023-06-11,2023,6,dimanche,17,0,1,0,0,0,0,0,0,0,1,15,1846
2023-06-11,2023,6,dimanche,17,30,1,0,0,0,0,0,0,0,1,15,2223
2023-06-11,2023,6,dimanche,18,0,1,0,0,0,0,0,0,0,1,15,2152
2023-06-11,2023,6,dimanche,18,30,1,0,0,0,0,0,0,0,1,15,2077
2023-06-11,2023,6,dimanche,19,0,1,0,0,0,0,0,0,0,1,15,2051
2023-06-11,2023,6,dimanche,19,30,1,0,0,0,0,0,0,0,1,15,1430
2023-06-11,2023,6,dimanche,20,0,1,0,0,0,0,0,0,0,1,15,890
2023-06-11,2023,6,dimanche,20,30,1,0,0,0,0,0,0,0,1,15,617
2023-06-11,2023,6,dimanche,21,0,1,0,0,0,0,0,0,0,1,15,459
2023-06-11,2023,6,dimanche,21,30,1,0,0,0,0,0,0,0,1,15,363
2023-06-11,2023,6,dimanche,22,0,1,0,0,0,0,0,0,0,1,15,285
2023-06-11,2023,6,dimanche,22,30,1,0,0,0,0,0,0,0,1,15,212
2023-06-11,2023,6,dimanche,23,0,1,0,0,0,0,0,0,0,1,15,148
2023-06-12,2023,6,lundi,5,0,0,0,0,0,0,0,0,0,1,15,686
2023-06-12,2023,6,lundi,5,30,0,0,0,0,0,0,0,0,1,15,938
2023-06-12,2023,6,lundi,6,0,0,0,0,0,0,0,0,0,1,15,1792
2023-06-12,2023,6,lundi,6,30,0,0,0,0,0,0,0,0,1,15,2417
2023-06-12,2023,6,lundi,7,0,0,0,0,0,0,0,0,0,1,15,3874
2023-06-12,2023,6,lundi,7,30,0,0,0,0,0,0,0,0,1,15,3690
2023-06-12,2023,6,lundi,8,0,0,0,0,0,0,0,0,0,1,15,4171
2023-06-12,2023,6,lundi,8,30,0,0,0,0,0,0,0,0,1,15,4100
2023-06-12,2023,6,lundi,9,0,0,0,0,0,0,0,0,0,1,15,3023
2023-06-12,2023,6,lundi,9,30,0,0,0,0,0,0,0,0,1,15,1857
2023-06-12,2023,6,lundi,10,0,0,0,0,0,0,0,0,0,1,15,1473
2023-06-12,2023,6,lundi,10,30,0,0,0,0,0,0,0,0,1,15,1342
2023-06-12,2023,6,lundi,11,0,0,0,0,0,0,0,0,0,1,15,1240
2023-06-12,2023,6,lundi,11,30,0,0,0,0,0,0,0,0,1,15,1349
2023-06-12,2023,6,lundi,12,0,0,0,0,0,0,0,0,0,1,15,1548
2023-06-12,2023,6,lundi,12,30,0,0,0,0,0,0,0,0,1,15,1767
2023-06-12,2023,6,lundi,13,0,0,0,0,0,0,0,0,0,1,15,1571
2023-06-12,2023,6,lundi,13,30,0,0,0,0,0,0,0,0,1,15,1432
2023-06-12,2023,6,lundi,14,0,0,0,0,0,0,0,0,0,1,15,1172
2023-06-12,2023,6,lundi,14,30,0,0,0,0,0,0,0,0,1,15,1148
2023-06-12,2023,6,lundi,15,0,0,0,0,0,0,0,0,0,1,15,1377
2023-06-12,2023,6,lundi,15,30,0,0,0,0,0,0,0,0,1,15,1531
2023-06-12,2023,6,lundi,16,0,0,0,0,0,0,0,0,0,1,15,2007
2023-06-12,2023,6,lundi,16,30,0,0,0,0,0,0,0,0,1,15,2728
2023-06-12,2023,6,lundi,17,0,0,0,0,0,0,0,0,0,1,15,4041
2023-06-12,2023,6,lundi,17,30,0,0,0,0,0,0,0,0,1,15,4200
2023-06-12,2023,6,lundi,18,0,0,0,0,0,0,0,0,0,1,15,4996
2023-06-12,2023,6,lundi,18,30,0,0,0,0,0,0,0,0,1,15,4195
2023-06-12,2023,6,lundi,19,0,0,0,0,0,0,0,0,0,1,15,3462
2023-06-12,2023,6,lundi,19,30,0,0,0,0,0,0,0,0,1,15,2088
2023-06-12,2023,6,lundi,20,0,0,0,0,0,0,0,0,0,1,15,1702
2023-06-12,2023,6,lundi,20,30,0,0,0,0,0,0,0,0,1,15,1078
2023-06-12,2023,6,lundi,21,0,0,0,0,0,0,0,0,0,1,15,792
2023-06-12,2023,6,lundi,21,30,0,0,0,0,0,0,0,0,1,15,796
2023-06-12,2023,6,lundi,22,0,0,0,0,0,0,0,0,0,1,15,496
2023-06-12,2023,6,lundi,22,30,0,0,0,0,0,0,0,0,1,15,372
2023-06-12,2023,6,lundi,23,0,0,0,0,0,0,0,0,0,1,15,245
2023-06-13,2023,6,mardi,5,0,0,0,0,0,0,0,0,0,1,15,545
2023-06-13,2023,6,mardi,5,30,0,0,0,0,0,0,0,0,1,15,824
2023-06-13,2023,6,mardi,6,0,0,0,0,0,0,0,0,0,1,15,1666
2023-06-13,2023,6,mardi,6,30,0,0,0,0,0,0,0,0,1,15,3035
2023-06-13,2023,6,mardi,7,0,0,0,0,0,0,0,0,0,1,15,3304
2023-06-13,2023,6,mardi,7,30,0,0,0,0,0,0,0,0,1,15,4392
2023-06-13,2023,6,mardi,8,0,0,0,0,0,0,0,0,0,1,15,4399
2023-06-13,2023,6,mardi,8,30,0,0,0,0,0,0,0,0,1,15,3750
2023-06-13,2023,6,mardi,9,0,0,0,0,0,0,0,0,0,1,15,2825
2023-06-13,2023,6,mardi,9,30,0,0,0,0,0,0,0,0,1,15,1844
2023-06-13,2023,6,mardi,10,0,0,0,0,0,0,0,0,0,1,15,1604
2023-06-13,2023,6,mardi,10,30,0,0,0,0,0,0,0,0,1,15,1419
2023-06-13,2023,6,mardi,11,0,0,0,0,0,0,0,0,0,1,15,1134
2023-06-13,2023,6,mardi,11,30,0,0,0,0,0,0,0,0,1,15,1389
2023-06-13,2023,6,mardi,12,0,0,0,0,0,0,0,0,0,1,15,1803
2023-06-13,2023,6,mardi,12,30,0,0,0,0,0,0,0,0,1,15,1562
2023-06-13,2023,6,mardi,13,0,0,0,0,0,0,0,0,0,1,15,1469
2023-06-13,2023,6,mardi,13,30,0,0,0,0,0,0,0,0,1,15,1244
2023-06-13,2023,6,mardi,14,0,0,0,0,0,0,0,0,0,1,15,1078
2023-06-13,2023,6,mardi,14,30,0,0,0,0,0,0,0,0,1,15,1061
2023-06-13,2023,6,mardi,15,0,0,0,0,0,0,0,0,0,1,15,1148
2023-06-13,2023,6,mardi,15,30,0,0,0,0,0,0,0,0,1,15,1532
2023-06-13,2023,6,mardi,16,0,0,0,0,0,0,0,0,0,1,15,1552
2023-06-13,2023,6,mardi,16,30,0,0,0,0,0,0,0,0,1,15,2523
2023-06-13,2023,6,mardi,17,0,0,0,0,0,0,0,0,0,1,15,3185
2023-06-13,2023,6,mardi,17,30,0,0,0,0,0,0,0,0,1,15,3790
2023-06-13,2023,6,mardi,18,0,0,0,0,0,0,0,0,0,1,15,3508
2023-06-13,2023,6,mardi,18,30,0,0,0,0,0,0,0,0,1,15,3752
2023-06-13,2023,6,mardi,19,0,0,0,0,0,0,0,0,0,1,15,2612
2023-06-13,2023,6,mardi,19,30,0,0,0,0,0,0,0,0,1,15,2379
2023-06-13,2023,6,mardi,20,0,0,0,0,0,0,0,0,0,1,15,1474
2023-06-13,2023,6,mardi,20,30,0,0,0,0,0,0,0,0,1,15,1058
2023-06-13,2023,6,mardi,21,0,0,0,0,0,0,0,0,0,1,15,873
2023-06-13,2023,6,mardi,21,30,0,0,0,0,0,0,0,0,1,15,692
2023-06-13,2023,6,mardi,22,0,0,0,0,0,0,0,0,0,1,15,486
2023-06-13,2023,6,mardi,22,30,0,0,0,0,0,0,0,0,1,15,374
2023-06-13,2023,6,mardi,23,0,0,0,0,0,0,0,0,0,1,15,249
2023-06-14,2023,6,mercredi,5,0,0,0,0,0,0,0,0,0,1,15,575
2023-06-14,2023,6,mercredi,5,30,0,0,0,0,0,0,0,0,1,15,780
2023-06-14,2023,6,mercredi,6,0,0,0,0,0,0,0,0,0,1,15,1671
2023-06-14,2023,6,mercredi,6,30,0,0,0,0,0,0,0,0,1,15,2781
2023-06-14,2023,6,mercredi,7,0,0,0,0,0,0,0,0,0,1,15,3511
2023-06-14,2023,6,mercredi,7,30,0,0,0,0,0,0,0,0,1,15,3968
2023-06-14,2023,6,mercredi,8,0,0,0,0,0,0,0,0,0,1,15,3977
2023-06-14,2023,6,mercredi,8,30,0,0,0,0,0,0,0,0,1,15,3203
2023-06-14,2023,6,mercredi,9,0,0,0,0,0,0,0,0,0,1,15,2374
2023-06-14,2023,6,mercredi,9,30,0,0,0,0,0,0,0,0,1,15,1799
2023-06-14,2023,6,mercredi,10,0,0,0,0,0,0,0,0,0,1,15,1489
2023-06-14,2023,6,mercredi,10,30,0,0,0,0,0,0,0,0,1,15,1580
2023-06-14,2023,6,mercredi,11,0,0,0,0,0,0,0,0,0,1,15,1344
2023-06-14,2023,6,mercredi,11,30,0,0,0,0,0,0,0,0,1,15,1171
2023-06-14,2023,6,mercredi,12,0,0,0,0,0,0,0,0,0,1,15,1516
2023-06-14,2023,6,mercredi,12,30,0,0,0,0,0,0,0,0,1,15,1801
2023-06-14,2023,6,mercredi,13,0,0,0,0,0,0,0,0,0,1,15,1361
2023-06-14,2023,6,mercredi,13,30,0,0,0,0,0,0,0,0,1,15,1251
2023-06-14,2023,6,mercredi,14,0,0,0,0,0,0,0,0,0,1,15,1065
2023-06-14,2023,6,mercredi,14,30,0,0,0,0,0,0,0,0,1,15,1298
2023-06-14,2023,6,mercredi,15,0,0,0,0,0,0,0,0,0,1,15,1296
2023-06-14,2023,6,mercredi,15,30,0,0,0,0,0,0,0,0,1,15,1299
2023-06-14,2023,6,mercredi,16,0,0,0,0,0,0,0,0,0,1,15,1700
2023-06-14,2023,6,mercredi,16,30,0,0,0,0,0,0,0,0,1,15,2601
2023-06-14,2023,6,mercredi,17,0,0,0,0,0,0,0,0,0,1,15,3242
2023-06-14,2023,6,mercredi,17,30,0,0,0,0,0,0,0,0,1,15,3938
2023-06-14,2023,6,mercredi,18,0,0,0,0,0,0,0,0,0,1,15,4095
2023-06-14,2023,6,mercredi,18,30,0,0,0,0,0,0,0,0,1,15,3389
2023-06-14,2023,6,mercredi,19,0,0,0,0,0,0,0,0,0,1,15,2649
2023-06-14,2023,6,mercredi,19,30,0,0,0,0,0,0,0,0,1,15,2051
2023-06-14,2023,6,mercredi,20,0,0,0,0,0,0,0,0,0,1,15,1412
2023-06-14,2023,6,mercredi,20,30,0,0,0,0,0,0,0,0,1,15,1005
2023-06-14,2023,6,mercredi,21,0,0,0,0,0,0,0,0,0,1,15,832
2023-06-14,2023,6,mercredi,21,30,0,0,0,0,0,0,0,0,1,15,600
2023-06-14,2023,6,mercredi,22,0,0,0,0,0,0,0,0,0,1,15,485
2023-06-14,2023,6,mercredi,22,30,0,0,0,0,0,0,0,0,1,15,358
2023-06-14,2023,6,mercredi,23,0,0,0,0,0,0,0,0,0,1,15,215
2023-06-15,2023,6,jeudi,5,0,0,0,0,0,0,0,0,0,1,15,565
2023-06-15,2023,6,jeudi,5,30,0,0,0,0,0,0,0,0,1,15,889
2023-06-15,2023,6,jeudi,6,0,0,0,0,0,0,0,0,0,1,15,1708
2023-06-15,2023,6,jeudi,6,30,0,0,0,0,0,0,0,0,1,15,2756
2023-06-15,2023,6,jeudi,7,0,0,0,0,0,0,0,0,0,1,15,3740
2023-06-15,2023,6,jeudi,7,30,0,0,0,0,0,0,0,0,1,15,4282
2023-06-15,2023,6,jeudi,8,0,0,0,0,0,0,0,0,0,1,15,4214
2023-06-15,2023,6,jeudi,8,30,0,0,0,0,0,0,0,0,1,15,3324
2023-06-15,2023,6,jeudi,9,0,0,0,0,0,0,0,0,0,1,15,2608
2023-06-15,2023,6,jeudi,9,30,0,0,0,0,0,0,0,0,1,15,1694
2023-06-15,2023,6,jeudi,10,0,0,0,0,0,0,0,0,0,1,15,1651
2023-06-15,2023,6,jeudi,10,30,0,0,0,0,0,0,0,0,1,15,1573
2023-06-15,2023,6,jeudi,11,0,0,0,0,0,0,0,0,0,1,15,1377
2023-06-15,2023,6,jeudi,11,30,0,0,0,0,0,0,0,0,1,15,1450
2023-06-15,2023,6,jeudi,12,0,0,0,0,0,0,0,0,0,1,15,1730
2023-06-15,2023,6,jeudi,12,30,0,0,0,0,0,0,0,0,1,15,1646
2023-06-15,2023,6,jeudi,13,0,0,0,0,0,0,0,0,0,1,15,1268
2023-06-15,2023,6,jeudi,13,30,0,0,0,0,0,0,0,0,1,15,1301
2023-06-15,2023,6,jeudi,14,0,0,0,0,0,0,0,0,0,1,15,1126
2023-06-15,2023,6,jeudi,14,30,0,0,0,0,0,0,0,0,1,15,1239
2023-06-15,2023,6,jeudi,15,0,0,0,0,0,0,0,0,0,1,15,1302
2023-06-15,2023,6,jeudi,15,30,0,0,0,0,0,0,0,0,1,15,1680
2023-06-15,2023,6,jeudi,16,0,0,0,0,0,0,0,0,0,1,15,2081
2023-06-15,2023,6,jeudi,16,30,0,0,0,0,0,0,0,0,1,15,2726
2023-06-15,2023,6,jeudi,17,0,0,0,0,0,0,0,0,0,1,15,3320
2023-06-15,2023,6,jeudi,17,30,0,0,0,0,0,0,0,0,1,15,4397
2023-06-15,2023,6,jeudi,18,0,0,0,0,0,0,0,0,0,1,15,4110
2023-06-15,2023,6,jeudi,18,30,0,0,0,0,0,0,0,0,1,15,3731
2023-06-15,2023,6,jeudi,19,0,0,0,0,0,0,0,0,0,1,15,2918
2023-06-15,2023,6,jeudi,19,30,0,0,0,0,0,0,0,0,1,15,2110
2023-06-15,2023,6,jeudi,20,0,0,0,0,0,0,0,0,0,1,15,1555
2023-06-15,2023,6,jeudi,20,30,0,0,0,0,0,0,0,0,1,15,899
2023-06-15,2023,6,jeudi,21,0,0,0,0,0,0,0,0,0,1,15,764
2023-06-15,2023,6,jeudi,21,30,0,0,0,0,0,0,0,0,1,15,697
2023-06-15,2023,6,jeudi,22,0,0,0,0,0,0,0,0,0,1,15,545
2023-06-15,2023,6,jeudi,22,30,0,0,0,0,0,0,0,0,1,15,399
2023-06-15,2023,6,jeudi,23,0,0,0,0,0,0,0,0,0,1,15,228
2023-06-16,2023,6,vendredi,5,0,0,0,0,0,0,0,0,0,1,15,563
2023-06-16,2023,6,vendredi,5,30,0,0,0,0,0,0,0,0,1,15,1015
2023-06-16,2023,6,vendredi,6,0,0,0,0,0,0,0,0,0,1,15,1774
2023-06-16,2023,6,vendredi,6,30,0,0,0,0,0,0,0,0,1,15,3070
2023-06-16,2023,6,vendredi,7,0,0,0,0,0,0,0,0,0,1,15,3941
2023-06-16,2023,6,vendredi,7,30,0,0,0,0,0,0,0,0,1,15,4409
2023-06-16,2023,6,vendredi,8,0,0,0,0,0,0,0,0,0,1,15,4524
2023-06-16,2023,6,vendredi,8,30,0,0,0,0,0,0,0,0,1,15,4103
2023-06-16,2023,6,vendredi,9,0,0,0,0,0,0,0,0,0,1,15,2892
2023-06-16,2023,6,vendredi,9,30,0,0,0,0,0,0,0,0,1,15,1915
2023-06-16,2023,6,vendredi,10,0,0,0,0,0,0,0,0,0,1,15,1470
2023-06-16,2023,6,vendredi,10,30,0,0,0,0,0,0,0,0,1,15,1203
2023-06-16,2023,6,vendredi,11,0,0,0,0,0,0,0,0,0,1,15,1412
2023-06-16,2023,6,vendredi,11,30,0,0,0,0,0,0,0,0,1,15,1667
2023-06-16,2023,6,vendredi,12,0,0,0,0,0,0,0,0,0,1,15,1966
2023-06-16,2023,6,vendredi,12,30,0,0,0,0,0,0,0,0,1,15,1784
2023-06-16,2023,6,vendredi,13,0,0,0,0,0,0,0,0,0,1,15,1499
2023-06-16,2023,6,vendredi,13,30,0,0,0,0,0,0,0,0,1,15,1548
2023-06-16,2023,6,vendredi,14,0,0,0,0,0,0,0,0,0,1,15,1314
2023-06-16,2023,6,vendredi,14,30,0,0,0,0,0,0,0,0,1,15,1494
2023-06-16,2023,6,vendredi,15,0,0,0,0,0,0,0,0,0,1,15,1321
2023-06-16,2023,6,vendredi,15,30,0,0,0,0,0,0,0,0,1,15,1497
2023-06-16,2023,6,vendredi,16,0,0,0,0,0,0,0,0,0,1,15,1979
2023-06-16,2023,6,vendredi,16,30,0,0,0,0,0,0,0,0,1,15,2573
2023-06-16,2023,6,vendredi,17,0,0,0,0,0,0,0,0,0,1,15,3437
2023-06-16,2023,6,vendredi,17,30,0,0,0,0,0,0,0,0,1,15,4282
2023-06-16,2023,6,vendredi,18,0,0,0,0,0,0,0,0,0,1,15,4255
2023-06-16,2023,6,vendredi,18,30,0,0,0,0,0,0,0,0,1,15,2986
2023-06-16,2023,6,vendredi,19,0,0,0,0,0,0,0,0,0,1,15,3459
2023-06-16,2023,6,vendredi,19,30,0,0,0,0,0,0,0,0,1,15,2067
2023-06-16,2023,6,vendredi,20,0,0,0,0,0,0,0,0,0,1,15,1779
2023-06-16,2023,6,vendredi,20,30,0,0,0,0,0,0,0,0,1,15,1171
2023-06-16,2023,6,vendredi,21,0,0,0,0,0,0,0,0,0,1,15,1117
2023-06-16,2023,6,vendredi,21,30,0,0,0,0,0,0,0,0,1,15,802
2023-06-16,2023,6,vendredi,22,0,0,0,0,0,0,0,0,0,1,15,509
2023-06-16,2023,6,vendredi,22,30,0,0,0,0,0,0,0,0,1,15,401
2023-06-16,2023,6,vendredi,23,0,0,0,0,0,0,0,0,0,1,15,297
2023-06-17,2023,6,samedi,5,0,1,0,0,0,0,0,0,0,1,15,366
2023-06-17,2023,6,samedi,5,30,1,0,0,0,0,0,0,0,1,15,633
2023-06-17,2023,6,samedi,6,0,1,0,0,0,0,0,0,0,1,15,1199
2023-06-17,2023,6,samedi,6,30,1,0,0,0,0,0,0,0,1,15,1852
2023-06-17,2023,6,samedi,7,0,1,0,0,0,0,0,0,0,1,15,2563
2023-06-17,2023,6,samedi,7,30,1,0,0,0,0,0,0,0,1,15,2811
2023-06-17,2023,6,samedi,8,0,1,0,0,0,0,0,0,0,1,15,3050
2023-06-17,2023,6,samedi,8,30,1,0,0,0,0,0,0,0,1,15,2625
2023-06-17,2023,6,samedi,9,0,1,0,0,0,0,0,0,0,1,15,1968
2023-06-17,2023,6,samedi,9,30,1,0,0,0,0,0,0,0,1,15,1325
2023-06-17,2023,6,samedi,10,0,1,0,0,0,0,0,0,0,1,15,984
2023-06-17,2023,6,samedi,10,30,1,0,0,0,0,0,0,0,1,15,970
2023-06-17,2023,6,samedi,11,0,1,0,0,0,0,0,0,0,1,15,881
2023-06-17,2023,6,samedi,11,30,1,0,0,0,0,0,0,0,1,15,909
2023-06-17,2023,6,samedi,12,0,1,0,0,0,0,0,0,0,1,15,1179
2023-06-17,2023,6,samedi,12,30,1,0,0,0,0,0,0,0,1,15,1131
2023-06-17,2023,6,samedi,13,0,1,0,0,0,0,0,0,0,1,15,1041
2023-06-17,2023,6,samedi,13,30,1,0,0,0,0,0,0,0,1,15,1003
2023-06-17,2023,6,samedi,14,0,1,0,0,0,0,0,0,0,1,15,831
2023-06-17,2023,6,samedi,14,30,1,0,0,0,0,0,0,0,1,15,879
2023-06-17,2023,6,samedi,15,0,1,0,0,0,0,0,0,0,1,15,944
2023-06-17,2023,6,samedi,15,30,1,0,0,0,0,0,0,0,1,15,988
2023-06-17,2023,6,samedi,16,0,1,0,0,0,0,0,0,0,1,15,1393
2023-06-17,2023,6,samedi,16,30,1,0,0,0,0,0,0,0,1,15,2057
2023-06-17,2023,6,samedi,17,0,1,0,0,0,0,0,0,0,1,15,2459
2023-06-17,2023,6,samedi,17,30,1,0,0,0,0,0,0,0,1,15,2820
2023-06-17,2023,6,samedi,18,0,1,0,0,0,0,0,0,0,1,15,2777
2023-06-17,2023,6,samedi,18,30,1,0,0,0,0,0,0,0,1,15,3005
2023-06-17,2023,6,samedi,19,0,1,0,0,0,0,0,0,0,1,15,1969
2023-06-17,2023,6,samedi,19,30,1,0,0,0,0,0,0,0,1,15,1350
2023-06-17,2023,6,samedi,20,0,1,0,0,0,0,0,0,0,1,15,1184
2023-06-17,2023,6,samedi,20,30,1,0,0,0,0,0,0,0,1,15,755
2023-06-17,2023,6,samedi,21,0,1,0,0,0,0,0,0,0,1,15,608
2023-06-17,2023,6,samedi,21,30,1,0,0,0,0,0,0,0,1,15,464
2023-06-17,2023,6,samedi,22,0,1,0,0,0,0,0,0,0,1,15,398
2023-06-17,2023,6,samedi,22,30,1,0,0,0,0,0,0,0,1,15,285
2023-06-17,2023,6,samedi,23,0,1,0,0,0,0,0,0,0,1,15,181
2023-06-18,2023,6,dimanche,5,0,1,0,0,0,0,0,0,0,1,15,337
2023-06-18,2023,6,dimanche,5,30,1,0,0,0,0,0,0,0,1,15,509
2023-06-18,2023,6,dimanche,6,0,1,0,0,0,0,0,0,0,1,15,1078
2023-06-18,2023,6,dimanche,6,30,1,0,0,0,0,0,0,0,1,15,1493
2023-06-18,2023,6,dimanche,7,0,1,0,0,0,0,0,0,0,1,15,1762
2023-06-18,2023,6,dimanche,7,30,1,0,0,0,0,0,0,0,1,15,2369
2023-06-18,2023,6,dimanche,8,0,1,0,0,0,0,0,0,0,1,15,2448
2023-06-18,2023,6,dimanche,8,30,1,0,0,0,0,0,0,0,1,15,2095
2023-06-18,2023,6,dimanche,9,0,1,0,0,0,0,0,0,0,1,15,1581
2023-06-18,2023,6,dimanche,9,30,1,0,0,0,0,0,0,0,1,15,1021
2023-06-18,2023,6,dimanche,10,0,1,0,0,0,0,0,0,0,1,15,832
2023-06-18,2023,6,dimanche,10,30,1,0,0,0,0,0,0,0,1,15,767
2023-06-18,2023,6,dimanche,11,0,1,0,0,0,0,0,0,0,1,15,712
2023-06-18,2023,6,dimanche,11,30,1,0,0,0,0,0,0,0,1,15,849
2023-06-18,2023,6,dimanche,12,0,1,0,0,0,0,0,0,0,1,15,860
2023-06-18,2023,6,dimanche,12,30,1,0,0,0,0,0,0,0,1,15,1087
2023-06-18,2023,6,dimanche,13,0,1,0,0,0,0,0,0,0,1,15,889
2023-06-18,2023,6,dimanche,13,30,1,0,0,0,0,0,0,0,1,15,641
2023-06-18,2023,6,dimanche,14,0,1,0,0,0,0,0,0,0,1,15,680
2023-06-18,2023,6,dimanche,14,30,1,0,0,0,0,0,0,0,1,15,683
2023-06-18,2023,6,dimanche,15,0,1,0,0,0,0,0,0,0,1,15,771
2023-06-18,2023,6,dimanche,15,30,1,0,0,0,0,0,0,0,1,15,765
2023-06-18,2023,6,dimanche,16,0,1,0,0,0,0,0,0,0,1,15,1111
2023-06-18,2023,6,dimanche,16,30,1,0,0,0,0,0,0,0,1,15,1508
2023-06-18,2023,6,dimanche,17,0,1,0,0,0,0,0,0,0,1,15,1824
2023-06-18,2023,6,dimanche,17,30,1,0,0,0,0,0,0,0,1,15,2060
2023-06-18,2023,6,dimanche,18,0,1,0,0,0,0,0,0,0,1,15,2527
2023-06-18,2023,6,dimanche,18,30,1,0,0,0,0,0,0,0,1,15,1795
2023-06-18,2023,6,dimanche,19,0,1,0,0,0,0,0,0,0,1,15,1725
2023-06-18,2023,6,dimanche,19,30,1,0,0,0,0,0,0,0,1,15,1326
2023-06-18,2023,6,dimanche,20,0,1,0,0,0,0,0,0,0,1,15,871
